time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection,yardLine,playDescription,quarter,down,yardsToGo,possessionTeam,specialTeamsPlayType,specialTeamsResult,kickerId,returnerId,kickBlockerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,passResult,kickLength,kickReturnYardage,playResult,absoluteYardlineNumber,ep,epa,wp,wpa,half_seconds_remaining,kick_distance,punt_downed,punt_fair_catch,punt_returner_player_name,wind,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,forced_fumble_player_1_player_name
2018-10-30T00:50:42Z,98.55,27.57,8.29,3.68,0.84,NA,NA,punt_land,NA,football,NA,NA,football,65,2018102900,1078,right,11.450000000000003,"(1:49) C.Bojorquez punts 53 yards to end zone, Center-R.Ferguson, Touchback. Kick into end zone.",1,4,6,BUF,Punt,Touchback,46903,NA,NA,BUF,47,01:49:00,NA,NA,NA,0,3,NA,53,NA,33,57,-0.16293790843337774,-0.8606965977232903,0.4658876061439514,-0.011436522006988525,1009,NA,0,0,NA,16,0,0,0,NA
2018-10-30T01:12:23Z,46.8,40.89,4.45,1.75,0.34,NA,NA,punt_land,NA,football,NA,NA,football,82,2018102900,1566,left,36.8,"(10:20) C.Bojorquez to BUF 21 for -15 yards. FUMBLES, and recovers at BUF 21. C.Bojorquez punts 26 yards to NE 38, downed by BUF-P.DiMarco.",2,4,6,BUF,Punt,Downed,46903,NA,NA,BUF,36,10:20:00,NA,NA,NA,0,6,NA,26,NA,26,74,-0.23237911658361554,-1.4118588785640895,0.3543684184551239,-0.0679263174533844,620,26,1,0,NA,16,0,0,0,NA
2018-10-30T02:05:51Z,103.03,6.82,7.77,3.32,0.9,NA,NA,punt_land,NA,football,NA,NA,football,74,2018102900,2694,right,6.969999999999999,"(11:26) C.Bojorquez punts 40 yards to NE 9, Center-R.Ferguson, downed by BUF. Penalty for illegal block after fair catch signal, but before ball was touched. Ball considered downed at NE 9. PENALTY on NE-J.Edelman, Unnecessary Roughness, 4 yards, enforced at NE 9.",3,4,20,BUF,Punt,Downed,46903,NA,NA,NE,49,11:26:00,UNRd,NE 11,4,3,9,NA,40,NA,44,61,-0.009051611181348562,0.44869347801432014,0.2586349844932556,0.014991939067840576,1586,40,1,0,NA,16,1,0,0,NA
2018-10-30T02:11:20Z,45.7,37.27,7.28,6.68,0.98,NA,NA,punt_received,NA,football,NA,NA,football,74,2018102900,2817,left,35.7,"(9:29) R.Allen punts 55 yards to BUF 34, Center-J.Cardona. M.Hyde pushed ob at NE 35 for 31 yards (R.Allen; B.King).",3,4,4,NE,Punt,Return,40437,40107,NA,NE,11,09:29:00,NA,NA,NA,3,9,NA,55,31,24,99,-2.377922902815044,-1.4979436141438782,0.6541931629180908,-0.04721483588218689,1469,55,0,0,M.Hyde,16,0,0,0,NA
2018-10-30T02:23:46Z,28.96,38.81,0.71,0.06,0.67,NA,NA,punt_received,NA,football,NA,NA,football,70,2018102900,3178,left,18.96,"(3:50) R.Allen punts 28 yards to BUF 18, Center-J.Cardona. M.Hyde to BUF 20 for 2 yards (J.Jones).",3,4,8,NE,Punt,Return,40437,40107,NA,BUF,46,03:50:00,NA,NA,NA,6,9,NA,28,2,26,56,-0.35994745302014053,-0.550240023760125,0.6214914321899414,-0.045355021953582764,1130,28,0,0,M.Hyde,16,0,0,0,NA
2018-10-30T02:42:48Z,24.53,12.22,4.01,7.11,0.39,NA,NA,fair_catch,NA,football,NA,NA,football,73,2018102900,3646,left,14.530000000000001,"(14:56) C.Bojorquez punts 36 yards to NE 15, Center-R.Ferguson, fair catch by J.Edelman.",4,4,3,BUF,Punt,Fair Catch,46903,34683,NA,BUF,49,14:56:00,NA,NA,NA,6,12,NA,36,NA,36,61,-0.06112933601252735,-0.36453406675718725,0.21180666983127594,0.010728821158409119,896,36,0,1,J.Edelman,16,1,0,0,NA
2018-10-19T00:33:39Z,84.1,3.93,9.16,4.99,1.09,NA,NA,punt_received,NA,football,NA,NA,football,73,2018101800,284,right,25.900000000000006,"(12:29) A.Lee punts 54 yards to DEN 23, Center-A.Brewer. P.Lindsay pushed ob at DEN 23 for no gain (R.Ford).",1,4,3,ARI,Punt,Return,29141,46367,NA,ARI,23,12:29:00,NA,NA,NA,0,7,NA,54,0,54,33,-1.5065804445184767,0.504985022591427,0.2649482786655426,0.017209261655807495,1649,54,0,0,P.Lindsay,NA,0,0,0,NA
2018-10-19T00:58:24Z,37.15,21.52,2.14,5.41,0.27,NA,NA,fair_catch,NA,football,NA,NA,football,80,2018101800,887,left,27.15,"(3:30) C.Wadman punts 39 yards to ARI 27, Center-C.Kreiter, fair catch by C.Kirk. PENALTY on DEN-C.Kreiter, Offensive Holding, 10 yards, enforced at ARI 27.",1,4,1,DEN,Punt,Fair Catch,45986,46116,NA,DEN,34,03:30:00,OH,DEN 42,-10,3,14,NA,39,NA,29,76,-0.3762524388730526,-1.7858443774748594,0.7828400135040283,-0.02476690709590912,1110,39,0,1,C.Kirk,NA,0,0,0,NA
2018-10-19T01:09:31Z,31.69,4.27,7.43,9.66,0.4,NA,NA,punt_received,NA,football,NA,NA,football,73,2018101800,1126,left,21.69,"(15:00) A.Lee punts 56 yards to DEN 21, Center-A.Brewer. P.Lindsay pushed ob at DEN 36 for 15 yards (D.Gardeck).",2,4,8,ARI,Punt,Return,29141,46367,NA,ARI,23,15:00:00,NA,NA,NA,3,21,NA,56,15,41,87,-1.7305059302598238,-0.38706114422529936,0.10788019746541977,-0.029713772237300873,900,56,0,0,P.Lindsay,NA,0,0,0,NA
2018-10-19T01:16:01Z,14.92,12.01,4.32,5.13,0.56,NA,NA,punt_land,NA,football,NA,NA,football,79,2018101800,1346,left,4.92,"(12:47) A.Lee punts 50 yards to DEN 6, Center-A.Brewer, fair catch by D.Hamilton. DEN-D.Hamilton was injured during the play.  PENALTY on ARI-Bra.Williams, Fair Catch Interference, 15 yards, enforced at DEN 6.",2,4,3,ARI,Punt,Fair Catch,29141,46182,NA,ARI,44,12:47:00,FCI,ARI 26,-15,3,28,NA,50,NA,35,66,-0.21223746286705136,-0.8836073174607009,0.02228933945298195,-0.014272097498178482,767,50,0,1,D.Hamilton,NA,1,0,0,NA
2018-10-19T01:21:43Z,71.8,30.6,5.22,2.62,0.41,NA,NA,fair_catch,NA,football,NA,NA,football,75,2018101800,1468,right,38.2,"(11:42) C.Wadman punts 39 yards to ARI 38, Center-C.Kreiter, fair catch by C.Kirk.",2,4,8,DEN,Punt,Fair Catch,45986,46116,NA,DEN,23,11:42:00,NA,NA,NA,3,28,NA,39,NA,39,33,-1.5948150597978383,-0.6368327459786087,0.9900418519973755,-0.02179141342639923,702,39,0,1,C.Kirk,NA,0,0,0,NA
2018-10-19T01:27:28Z,43.36,7.74,8.1,3.22,0.7,NA,NA,punt_land,NA,football,NA,NA,football,73,2018101800,1599,left,33.36,"(10:51) A.Lee punts 45 yards to DEN 32, Center-A.Brewer, downed by ARI-E.Turner.",2,4,25,ARI,Punt,Downed,29141,NA,NA,ARI,23,10:51:00,NA,NA,NA,3,28,NA,45,NA,45,87,-1.6716559850610793,-0.1842045469675213,0.02004331164062023,-0.013458071276545525,651,45,1,0,NA,NA,0,0,0,NA
2018-10-19T01:31:51Z,99.09,45.33,5.94,2.6,0.6,NA,NA,fair_catch,NA,football,NA,NA,football,75,2018101800,1725,right,10.909999999999997,"(8:21) C.Wadman punts 41 yards to ARI 11, Center-C.Kreiter, fair catch by C.Kirk.",2,4,5,DEN,Punt,Fair Catch,45986,46116,NA,DEN,48,08:21:00,NA,NA,NA,3,28,NA,41,NA,41,58,0.11381622031331062,-0.3992662304081023,0.991744339466095,-0.015526333823800087,501,41,0,1,C.Kirk,NA,1,0,0,NA
2018-10-19T01:36:31Z,41.75,52.4,4.24,8.52,0.73,NA,NA,punt_land,NA,football,NA,NA,football,73,2018101800,1828,left,31.75,"(7:08) A.Lee punts 51 yards to DEN 30, Center-A.Brewer, out of bounds.",2,4,2,ARI,Punt,Out of Bounds,29141,NA,NA,ARI,19,07:08:00,NA,NA,NA,3,28,NA,51,NA,51,91,-1.2928005820140243,-0.422754391329363,0.018478041514754295,-0.011766498908400536,428,51,0,0,NA,NA,0,0,1,NA
2018-10-19T02:31:23Z,40.64,37.06,5.09,5.91,0.69,NA,NA,punt_received,NA,football,NA,NA,football,71,2018101800,2889,left,30.64,"(6:01) C.Wadman punts 46 yards to ARI 28, Center-C.Kreiter. C.Kirk to ARI 37 for 9 yards (T.Patrick).",3,4,5,DEN,Punt,Return,45986,46116,NA,DEN,26,06:01:00,NA,NA,NA,10,35,NA,46,9,37,84,-1.5914455740712583,-0.672489732503891,0.9983845949172974,-0.005487372633069754,1261,46,0,0,C.Kirk,NA,0,0,0,NA
2018-10-19T02:48:31Z,77.56,29.25,7.3,0.81,0.75,NA,NA,punt_land,NA,football,NA,NA,football,74,2018101800,3244,right,32.44,"(2:02) A.Lee punts 48 yards to DEN 27, Center-A.Brewer. P.Lindsay pushed ob at DEN 35 for 8 yards (D.Coleman).",3,4,10,ARI,Punt,Return,29141,46367,NA,ARI,25,02:02:00,NA,NA,NA,10,42,NA,48,8,40,35,-1.4358255141414702,-0.1312759965658188,3.9067649049684405e-4,-3.829383058473468e-5,1022,48,0,0,P.Lindsay,NA,0,0,0,NA
2018-10-19T02:48:31Z,82.3,30.96,6.7,2.26,0.58,NA,NA,punt_received,NA,football,NA,NA,football,81,2018101800,3244,right,27.700000000000003,"(2:02) A.Lee punts 48 yards to DEN 27, Center-A.Brewer. P.Lindsay pushed ob at DEN 35 for 8 yards (D.Coleman).",3,4,10,ARI,Punt,Return,29141,46367,NA,ARI,25,02:02:00,NA,NA,NA,10,42,NA,48,8,40,35,-1.4358255141414702,-0.1312759965658188,3.9067649049684405e-4,-3.829383058473468e-5,1022,48,0,0,P.Lindsay,NA,0,0,0,NA
2018-10-19T02:54:12Z,101.96,41.22,3.37,6.67,0.25,NA,NA,fair_catch,NA,football,NA,NA,football,73,2018101800,3360,right,8.040000000000006,"(15:00) C.Wadman punts 48 yards to ARI 8, Center-C.Kreiter, fair catch by C.Kirk. PENALTY on ARI-P.Peterson, Illegal Block Above the Waist, 4 yards, enforced at ARI 8.",4,4,1,DEN,Punt,Fair Catch,45986,46116,NA,DEN,44,15:00:00,IBW,ARI 21,4,10,42,NA,48,NA,52,54,-0.009363694582134485,-0.08820052235387266,0.999786913394928,-1.3150318409316242e-5,900,48,0,1,C.Kirk,NA,1,0,0,NA
2018-10-19T03:08:15Z,85.63,41.79,5.57,8.24,0.6,NA,NA,punt_received,NA,football,NA,NA,football,78,2018101800,3703,right,24.370000000000005,"(8:14) C.Wadman punts 48 yards to ARI 24, Center-C.Kreiter. C.Kirk to ARI 32 for 8 yards (A.Janovich).",4,4,2,DEN,Punt,Return,45986,46116,NA,DEN,28,08:14:00,NA,NA,NA,10,42,NA,48,8,40,38,-0.8914258354343474,-0.9354179080110043,0.9998490810394287,6.788733298890293e-5,494,48,0,0,C.Kirk,NA,0,0,0,NA
2018-10-21T13:52:30Z,78.94,42.2,3.92,6.43,0.55,NA,NA,punt_received,NA,football,NA,NA,football,78,2018102100,469,right,31.060000000000002,"(7:12) (Punt formation) B.Kern punts 49 yards to LAC 30, Center-B.Brinkley. D.King pushed ob at TEN 13 for 57 yards (D.Cruikshank). PENALTY on LAC-J.Jackson, Illegal Block Above the Waist, 10 yards, enforced at LAC 32.",1,4,12,TEN,Punt,Return,33338,44964,NA,TEN,21,07:12:00,IBW,LAC 32,10,7,3,NA,49,2,57,31,-2.281551435124129,1.3183816336095333,0.23503568768501282,0.038171201944351196,1332,49,0,0,D.King,6,0,0,0,NA
2018-10-21T14:22:33Z,103.69,16.09,6.44,2.88,0.75,NA,NA,punt_land,NA,football,NA,NA,football,77,2018102100,1093,right,6.310000000000002,"(9:51) (Punt formation) D.Jones punts 43 yards to TEN 5, Center-M.Windt, downed by LAC-M.Davis.",2,4,4,LAC,Punt,Downed,29177,NA,NA,TEN,48,09:51:00,NA,NA,NA,10,6,NA,43,NA,43,62,0.03887351043522358,-0.027090765070170164,0.7144022583961487,0.001439899206161499,591,43,1,0,NA,6,1,0,0,NA
2018-10-21T15:23:35Z,90.36,16.41,7.34,2.79,0.83,NA,NA,punt_received,NA,football,NA,NA,football,76,2018102100,2133,right,19.64,"(5:45) (Punt formation) D.Jones punts 40 yards to TEN 19, Center-M.Windt. A.Jackson to TEN 19 for no gain (M.Davis).",3,4,6,LAC,Punt,Return,29177,44830,NA,LAC,41,05:45:00,NA,NA,NA,17,13,NA,40,0,40,51,-0.30677178921177983,-0.05993328895419836,0.6861531734466553,-0.0019630789756774902,1245,40,0,0,A.Jackson,6,1,0,0,NA
2018-10-21T15:29:46Z,32.65,9.71,5.4,6.82,0.34,NA,NA,punt_received,NA,football,NA,NA,football,75,2018102100,2261,left,22.65,"(4:07) (Punt formation) B.Kern punts 54 yards to LAC 22, Center-B.Brinkley. D.King to LAC 34 for 12 yards (H.Landry).",3,4,5,TEN,Punt,Return,33338,44964,NA,TEN,24,04:07:00,NA,NA,NA,17,13,NA,54,12,42,86,-1.8288582428358495,-0.12413731403648853,0.25117284059524536,0.008372247219085693,1147,54,0,0,D.King,6,0,0,0,NA
2018-10-21T16:06:43Z,21.41,42.18,3.31,6.25,0.31,NA,NA,fair_catch,NA,football,NA,NA,football,78,2018102100,3032,left,11.41,"(4:59) (Punt formation) D.Jones punts 32 yards to TEN 11, Center-M.Windt, fair catch by A.Jackson.",4,4,4,LAC,Punt,Fair Catch,29177,44830,NA,TEN,43,04:59:00,NA,NA,NA,20,13,NA,32,NA,32,53,0.5808881481643766,-0.4706534524448216,0.8896253108978271,-0.013806276023387909,299,32,0,1,A.Jackson,6,1,0,0,NA
2018-10-21T20:35:36Z,23.74,38.4,3.92,5.71,0.59,NA,NA,fair_catch,NA,football,NA,NA,football,79,2018102101,789,left,13.739999999999998,"(:26) (Punt formation) S.Koch punts 38 yards to NO 13, Center-M.Cox, fair catch by A.Kamara.",1,4,11,BAL,Punt,Fair Catch,31018,44879,NA,BAL,49,00:26:00,NA,NA,NA,0,0,NA,38,NA,38,61,-0.11020535486750305,0.10806095320731401,0.5637118816375732,0.018870413303375244,926,38,0,1,A.Kamara,15,1,0,0,NA
2018-10-21T20:49:14Z,34.23,45.86,4.27,5.03,0.56,NA,NA,punt_land,NA,football,NA,NA,football,72,2018102101,1063,left,24.229999999999997,"(13:39) (Punt formation) T.Morstead punts 36 yards to BAL 23, Center-Z.Wood, downed by NO-C.Robertson.",2,4,10,NO,Punt,Downed,34615,NA,NA,NO,41,13:39:00,NA,NA,NA,0,0,NA,36,NA,36,69,-0.7177410200238228,-0.2620648010633886,0.3804217278957367,0.02436426281929016,819,36,1,0,NA,15,0,0,0,NA
2018-10-21T21:53:03Z,77.55,40.32,5.83,6.81,0.83,NA,NA,punt_received,NA,football,NA,NA,football,78,2018102101,2344,right,32.45,"(7:43) (Punt formation) T.Morstead punts 52 yards to BAL 31, Center-Z.Wood. C.Jones to BAL 39 for 8 yards (Z.Wood).",3,4,10,NO,Punt,Return,34615,43349,NA,NO,17,07:43:00,NA,NA,NA,10,7,NA,52,8,44,27,-2.3270707172341645,0.011006928980350494,0.275766521692276,-0.0010817945003509521,1363,52,0,0,C.Jones,15,0,0,0,NA
2018-10-21T22:24:56Z,77.58,40.82,1.66,8.32,0.15,NA,NA,punt_received,NA,football,NA,NA,football,77,2018102101,3053,right,32.42,"(11:28) (Punt formation) S.Koch punts 53 yards to NO 32, Center-M.Cox. A.Kamara to NO 44 for 12 yards (C.Jones).",4,4,20,BAL,Punt,Return,31018,44879,NA,BAL,15,11:28:00,NA,NA,NA,17,14,NA,53,12,41,25,-2.1706307507120073,-0.0010945512913167477,0.6220241785049438,-0.012409806251525879,688,53,0,0,A.Kamara,15,0,0,0,NA
2018-10-21T17:19:08Z,40.28,38.58,5.63,4.74,0.74,NA,NA,punt_land,NA,football,NA,NA,football,67,2018102102,438,left,30.28,"(8:46) P.O'Donnell punts 40 yards to NE 25, Center-P.Scales, downed by CHI-S.McManis.",1,4,10,CHI,Punt,Downed,41420,NA,NA,CHI,35,08:46:00,NA,NA,NA,0,7,NA,40,NA,40,75,-0.4163204929791391,-0.016977311111986637,0.35830235481262207,-0.0047089457511901855,1426,40,1,0,NA,9,0,0,0,NA
2018-10-21T17:24:05Z,88.88,17.69,7.54,2.72,0.61,NA,NA,punt_received,NA,football,NA,NA,football,76,2018102102,560,right,21.120000000000005,"(7:44) R.Allen punts 47 yards to CHI 20, Center-J.Cardona. T.Cohen pushed ob at CHI 37 for 17 yards (K.Crossen).",1,4,2,NE,Punt,Return,40437,44932,NA,NE,33,07:44:00,NA,NA,NA,0,7,NA,47,17,30,43,-1.3206869033165276,-1.169413678580895,0.6449401378631592,-0.059060513973236084,1364,47,0,0,T.Cohen,9,0,0,0,NA
2018-10-21T18:12:26Z,77.47,19.75,6.34,2.87,0.74,NA,NA,punt_received,NA,football,NA,NA,football,76,2018102102,1651,right,32.53,"(9:57) P.O'Donnell punts 43 yards to NE 33, Center-P.Scales. J.Edelman to NE 36 for 3 yards (B.Cunningham).",2,4,11,CHI,Punt,Return,41420,34683,NA,CHI,24,09:57:00,NA,NA,NA,17,14,NA,43,3,40,34,-1.2527316138148308,-0.31792730977758765,0.651701807975769,0.012913614511489868,597,43,0,0,J.Edelman,9,0,0,0,NA
2018-10-21T18:32:36Z,102.08,24.68,7.97,3.74,0.93,NA,NA,punt_received,NA,football,NA,NA,football,73,2018102102,2179,right,7.920000000000002,"(1:48) P.O'Donnell punts 50 yards to NE 7, Center-P.Scales. J.Edelman MUFFS catch, and recovers at NE 4. J.Edelman to NE 4 for no gain (J.Bellamy).",2,4,3,CHI,Punt,Muffed,41420,34683,NA,CHI,43,01:48:00,NA,NA,NA,17,21,NA,53,0,53,53,-0.03858216351363808,0.09040743682999164,0.40476447343826294,0.0473179817199707,108,53,0,0,J.Edelman,9,1,0,0,NA
2018-10-21T18:32:36Z,103.2,27.46,3.36,1.23,0.33,NA,NA,punt_muffed,NA,football,NA,NA,football,81,2018102102,2179,right,6.799999999999997,"(1:48) P.O'Donnell punts 50 yards to NE 7, Center-P.Scales. J.Edelman MUFFS catch, and recovers at NE 4. J.Edelman to NE 4 for no gain (J.Bellamy).",2,4,3,CHI,Punt,Muffed,41420,34683,NA,CHI,43,01:48:00,NA,NA,NA,17,21,NA,53,0,53,53,-0.03858216351363808,0.09040743682999164,0.40476447343826294,0.0473179817199707,108,53,0,0,J.Edelman,9,1,0,0,NA
2018-10-21T19:32:43Z,83.95,3.52,9,3.54,1.01,NA,NA,punt_land,NA,football,NA,NA,football,65,2018102102,3433,right,26.049999999999997,"(1:30) R.Allen punts 38 yards to CHI 24, Center-J.Cardona, out of bounds. PENALTY on CHI-K.Toliver II, Offensive Holding, 10 yards, enforced at CHI 24.",3,4,3,NE,Punt,Out of Bounds,40437,NA,NA,NE,38,01:30:00,OH,CHI 22,10,24,31,NA,38,NA,48,48,-0.7780796284787357,0.28104874258860946,0.7738929986953735,-0.010826557874679565,990,38,0,0,NA,9,0,0,1,NA
2018-10-21T19:56:03Z,53.41,23.56,4.52,2.62,0.54,NA,NA,fair_catch,NA,football,NA,NA,football,77,2018102102,4052,right,43.41,"(7:54) P.O'Donnell punts 37 yards to CHI 43, Center-P.Scales, fair catch by J.Edelman.",4,4,20,CHI,Punt,Fair Catch,41420,34683,NA,CHI,6,07:54:00,NA,NA,NA,24,38,NA,37,NA,37,16,-2.3939907553140074,-0.5473114962223917,0.01575777493417263,-0.005381142720580101,474,37,0,1,J.Edelman,9,0,0,0,NA
2018-10-21T17:05:01Z,87.36,19.01,6.49,2.97,0.73,NA,NA,fair_catch,NA,football,NA,NA,football,78,2018102103,126,right,22.64,"(13:19) R.Sanchez punts 46 yards to BUF 20, Center-L.Rhodes, fair catch by M.Murphy.",1,4,1,IND,Punt,Fair Catch,45153,42573,NA,IND,34,13:19:00,NA,NA,NA,0,0,NA,46,NA,46,44,0.03169023897498846,-0.6921150675043464,0.5145514607429504,0.003158271312713623,1699,46,0,1,M.Murphy,NA,0,0,0,NA
2018-10-21T17:13:48Z,22.64,42.28,7.56,3.14,0.87,NA,NA,fair_catch,NA,football,NA,NA,football,74,2018102103,337,left,12.64,"(8:37) C.Bojorquez punts 40 yards to IND 10, Center-R.Ferguson, fair catch by C.Rogers.",1,4,6,BUF,Punt,Fair Catch,46903,43556,NA,NA,50,08:37:00,NA,NA,NA,0,0,NA,40,NA,40,60,-0.3484924710355699,-0.13126431195996702,0.4715586006641388,-6.04093074798584e-5,1417,40,0,1,C.Rogers,NA,1,0,0,NA
2018-10-21T17:18:46Z,65.95,8.99,7.62,3.6,0.88,NA,NA,punt_land,NA,football,NA,NA,football,75,2018102103,429,right,44.05,"(7:03) R.Sanchez punts 61 yards to BUF 23, Center-L.Rhodes, downed by IND-G.Odum.",1,4,4,IND,Punt,Downed,45153,NA,NA,IND,16,07:03:00,NA,NA,NA,0,0,NA,61,NA,61,26,-1.7909204834140837,1.0584558653645217,0.4569800794124603,0.04921284317970276,1323,61,1,0,NA,NA,0,0,0,NA
2018-10-21T17:26:53Z,39.31,13.76,8.86,3.41,0.91,NA,NA,fair_catch,NA,football,NA,NA,football,78,2018102103,528,left,29.310000000000002,"(5:32) C.Bojorquez punts 48 yards to IND 25, Center-R.Ferguson, fair catch by C.Rogers.",1,4,6,BUF,Punt,Fair Catch,46903,43556,NA,BUF,27,05:32:00,NA,NA,NA,0,0,NA,48,NA,48,83,-1.4816305059939623,-0.03708637459203601,0.42912203073501587,0.021784305572509766,1232,48,0,1,C.Rogers,NA,0,0,0,NA
2018-10-21T18:04:11Z,89.53,46.44,6.83,4.4,0.83,NA,NA,punt_received,NA,football,NA,NA,football,83,2018102103,1394,right,20.47,"(7:26) C.Bojorquez punts 51 yards to IND 18, Center-R.Ferguson, fair catch by C.Rogers.",2,4,6,BUF,Punt,Fair Catch,46903,43556,NA,BUF,31,07:26:00,NA,NA,NA,14,0,NA,51,NA,51,41,-0.7159664500504732,-0.07950329268351197,0.11912944912910461,-0.013764888048171997,446,51,0,1,C.Rogers,NA,1,0,0,NA
2018-10-21T18:04:12Z,91.62,50.93,1.43,0.37,0.11,NA,NA,fair_catch,NA,football,NA,NA,football,96,2018102103,1394,right,18.379999999999995,"(7:26) C.Bojorquez punts 51 yards to IND 18, Center-R.Ferguson, fair catch by C.Rogers.",2,4,6,BUF,Punt,Fair Catch,46903,43556,NA,BUF,31,07:26:00,NA,NA,NA,14,0,NA,51,NA,51,41,-0.7159664500504732,-0.07950329268351197,0.11912944912910461,-0.013764888048171997,446,51,0,1,C.Rogers,NA,1,0,0,NA
2018-10-21T18:58:51Z,26.2,3.91,7.44,2.83,0.51,NA,NA,fair_catch,NA,football,NA,NA,football,76,2018102103,2579,left,16.2,"(2:47) R.Sanchez punts 41 yards to BUF 16, Center-L.Rhodes, fair catch by M.Hyde.",3,4,21,IND,Punt,Fair Catch,45153,40107,NA,IND,43,02:47:00,NA,NA,NA,24,3,NA,41,NA,41,67,-0.39303796738386154,-0.04966454114764929,0.9853760600090027,0.001045328564941883,1067,41,0,1,M.Hyde,NA,1,0,0,NA
2018-10-21T19:05:09Z,97.81,28.48,3.89,2.41,0.47,NA,NA,fair_catch,NA,football,NA,NA,football,83,2018102103,2717,right,12.189999999999998,"(:34) C.Bojorquez punts 46 yards to IND 13, Center-R.Ferguson, fair catch by C.Rogers.",3,4,5,BUF,Punt,Fair Catch,46903,43556,NA,BUF,41,00:34:00,NA,NA,NA,24,3,NA,46,NA,46,51,-0.6324628572911024,0.08569259848445654,0.012686612084507942,-0.004163803532719612,934,46,0,1,C.Rogers,NA,1,0,0,NA
2018-10-21T19:39:25Z,103.36,33.03,3.21,2.14,0.39,NA,NA,punt_land,NA,football,NA,NA,football,78,2018102103,3389,right,6.640000000000001,"(6:22) R.Sanchez punts 40 yards to BUF 8, Center-L.Rhodes, downed by IND-G.Odum.",4,4,4,IND,Punt,Downed,45153,NA,NA,BUF,48,06:22:00,NA,NA,NA,31,5,NA,40,NA,40,62,0.3649259360972792,-0.24079793854616582,0.999860405921936,6.485519406851381e-5,382,40,1,0,NA,NA,1,0,0,NA
2018-10-21T17:31:56Z,90.8,2.35,6.67,4.34,0.83,NA,NA,punt_land,NA,football,NA,NA,football,80,2018102104,789,right,19.200000000000003,"(1:15) L.Cooke punts 54 yards to HOU 18, Center-M.Overton. T.Ervin MUFFS catch, ball out of bounds at HOU 18.",1,4,7,JAX,Punt,Muffed,46316,43408,NA,JAX,28,01:15:00,NA,NA,NA,0,6,NA,54,NA,54,38,-1.3426865744404495,0.6626638683956116,0.2685883343219757,0.009284526109695435,975,54,0,0,T.Ervin,15,1,0,0,NA
2018-10-21T17:44:47Z,98.82,27.24,3.37,8.64,0.64,NA,NA,fair_catch,NA,football,NA,NA,football,70,2018102104,995,right,11.180000000000007,"(13:18) T.Daniel punts 43 yards to JAX 10, Center-J.Weeks, fair catch by D.Westbrook.",2,4,4,HOU,Punt,Fair Catch,46810,44923,NA,HOU,47,13:18:00,NA,NA,NA,0,6,NA,43,NA,43,57,-0.007916417438536882,0.11768006719648838,0.7124341130256653,-0.02915206551551819,798,43,0,1,D.Westbrook,15,1,0,0,NA
2018-10-21T18:13:14Z,13.71,41.71,6.54,4.38,0.82,NA,NA,punt_land,NA,football,NA,NA,football,72,2018102104,1731,left,3.710000000000001,"(1:17) L.Cooke punts 55 yards to end zone, Center-M.Overton, Touchback.",2,4,4,JAX,Punt,Touchback,46316,NA,NA,JAX,45,01:17:00,NA,NA,NA,0,13,NA,55,NA,35,65,0.25894370255991817,-0.7614272705977783,0.12982948124408722,-0.03090299665927887,77,NA,0,0,NA,15,0,0,0,NA
2018-10-21T18:36:01Z,105.44,8.56,5.03,5.47,0.7,NA,NA,punt_land,NA,football,NA,NA,football,77,2018102104,2049,right,4.560000000000002,"(13:00) T.Daniel punts 55 yards to JAX 1, Center-J.Weeks, downed by HOU-A.Moore.",3,4,9,HOU,Punt,Downed,46810,NA,NA,HOU,44,13:00:00,NA,NA,NA,0,13,NA,55,NA,55,54,-0.951174930203706,1.3464537640102208,0.8877541422843933,0.0012506470084190369,1680,55,1,0,NA,15,1,0,0,NA
2018-10-21T18:50:54Z,26.31,2.75,8.43,2.08,0.91,NA,NA,punt_land,NA,football,NA,NA,football,81,2018102104,2380,left,16.31,"(8:04) L.Cooke punts 55 yards to HOU 7, Center-M.Overton, out of bounds.",3,4,8,JAX,Punt,Out of Bounds,46316,NA,NA,JAX,38,08:04:00,NA,NA,NA,0,20,NA,55,NA,55,72,-0.5558071346022189,0.8774834682699293,0.04015413671731949,-0.003566838800907135,1384,55,0,0,NA,15,1,0,1,NA
2018-10-21T18:55:45Z,77.4,9.56,5.56,7.53,0.85,NA,NA,punt_received,NA,football,NA,NA,football,74,2018102104,2463,right,32.599999999999994,"(7:14) T.Daniel punts 61 yards to JAX 32, Center-J.Weeks. D.Westbrook to HOU 47 for 21 yards (B.Scarlett).",3,4,10,HOU,Punt,Return,46810,44923,NA,HOU,7,07:14:00,NA,NA,NA,0,20,NA,61,21,40,17,-2.7392967271152884,-0.4400323638692498,0.9506256580352783,-0.013594582676887512,1334,61,0,0,D.Westbrook,15,0,0,0,NA
